Date,Content
2021-08-14 14:51:38,Kenapa koneksi Indodax sangat lambat ya? Saat membuka Meroket atau mencari Market
2021-11-07 5:17:59,Kenapa saya tidak bisa membuka indodax padahal saya sudah masukan pin dengan benar
2021-05-31 6:29:51,TOLONG Tambahin Menu Stop Order untuk semua Coin Jangan hanya untuk beberapa Coin Maintinance setiap hari selasa masa gk bisa nambahin menu stop order untuk altcoin
2021-11-04 1:11:03,Agak sedikit kecewa mau deposit sekarang virtualcount bank nya dikurangi tidak ada bank bni maupun bri
2021-11-30 13:17:41,"beeli koinnya lama banget transaksinya, orang lagi butuh buru buru gw nunggu 6 jam gak keterima terima koinnya"
2021-11-01 3:40:12,Tolong aplikasi di upgrade untuk mempercepat waktu jual beli coin dan juga mengurangi harga fee kaya apk sebelah
2021-11-02 2:38:04,"indodax kapan mempunyai fitur stop loss,,, melihat beberapa app sebelah sudah punya fitur tersebut"
2021-10-28 3:19:11,saya sudah melakukan limit order tetapi lama masuknya Di mohon untuk di percepat masuknta Terima kasih
2021-10-27 1:49:20,"Mohon kurangi biaya WD yg saat ini 12.5% menjadi 5% la, klo lainnya Indodax dah bagus banget"
2021-10-06 13:31:00,Fee(potongan) nya mantap bikin kaya raya mendadak sih sumpah/ buat apk nya sih 😃😃😃
2021-10-11 2:40:45,3x deposit BCH dari apk tambang semuanya pending ga da yg masuk..ada pa dengan indodax...rasanya udh malas mau main di indodax😤
2021-11-14 12:59:19,Kenapa kalau mau masuk apk selalu keluar sendiri tolong di perbaiki
2021-11-18 13:14:47,Ini kenapa gak bisa di buka aplikasi nya tgl 18-11-2021 jam 14.00
2021-11-19 6:18:29,Tolong dong BNI supaya bisa lagi untuk transaksi deposit...
2021-10-17 1:13:02,"Alhamdulillah pake indodax baru 1 bulan langsung minggat ke binance, fee nya bikin sengsara"
2021-10-24 1:16:41,Sya kurangin bintangnya min ahir2 ini apknya sering eror buat knpa buat kirim ke walet lain tulisanya alamat eror eror trs Trs di harga coin di sebelah udah pada naik di sini belum naik selisihnya jauh lg parah
2021-11-07 5:17:32,Mohon untuk pembayaran menggunakan VA BNI bisa digunakan kembali
2021-10-16 0:21:49,"potongan tarik saldo nya coba di kurangin lagi,trllu besar minim 25rb mah!!"
2021-11-27 7:22:01,Jika di setiap coin ada stop sell nya saya kasih bintang 5
2021-10-20 12:17:11,Admin widrawnya terlalu besar buat pemula belajar & yang modalnya sedikit...
2021-11-10 7:00:01,"Pusing euy, setiap market lagi bullish apk malah gabisa dibuka jadi bikin rugi doang"
2021-10-27 9:02:27,Loh kok gak bisa transaksi? Ktinggalan kereta dong klo gini pas turun
2021-10-22 14:10:36,Knpa view timefrime sering tidak bisa kebuka.... Bug nya tolong dong di benerin
2021-10-11 5:54:34,"Untuk pembelian & penjualan koin nunggu terlalu lama, bisa 1 X 24 jam"
2021-12-02 14:26:04,"Hai Indodax, Tolong ditambahkan dan disempurnakan 1. Realtime harga di halaman jual beli tanpa perlu refresh 2. Penambahan stop limit koin top 10 CMC 3. Disempurnakan lagi keluar masuk aplikasi lewat widget 4. Aplikasi dipermudah untuk internet lemah,sering terjadi order ganda . . . . . . . . . . . . . . . . . . Dan jika bisatolong diperbanyak fitur lain seperti staking, penambahan pair mata uang, bagan sell/buy di halaman open order, dll."
2021-11-30 14:18:57,"Kenapa setiap kali dibutuhkan transfer cepat ke trust wallet selalu saja pending lama.. Kalau sedang transfer biasa gk ada kebutuhan malah cepet banget nyampenya.. 2x saya dibikin gagal entry gara"" nungguin deposit indodax"
2021-11-30 13:17:41,"beeli koinnya lama banget transaksinya, orang lagi butuh buru buru gw nunggu 6 jam gak keterima terima koinnya"
2021-11-30 0:10:13,"Parah banyak potongannya, masa topup kena potongan? Lucu"
2021-11-29 8:10:40,"Ketika ""Sell"" eksekusinya lambat sekali, keburu harganya berubah dan kepotong biaya taker 0.3%. Serta nggak ada fitur Stop Loss-nya"
2021-11-28 0:14:12,Please re design your UI/UX.Your UI/UX is so old. Its hurt my eyes
2021-11-27 7:22:01,Jika di setiap coin ada stop sell nya saya kasih bintang 5
2021-11-27 6:27:36,"Deposit di potong, wd juga kena potong, buset ini aplikasi,"
2021-11-26 5:43:56,"Akun saya kenapa nggk bisa log in padahal password sudah sangat benar, apa maksud ini.😔"
2021-11-26 1:24:26,"Kasi bintang 2 dulu ya.. Mudahan segera di perbaiki Karna sering terjadi maintenence Ketika "" JUAL "" eksekusi nya lambat sekali Dan biasanya kalo terjual tidak auto 100% ( Tuntas ) kadang terjual cuma 2% kadang juga 10% kalau boleh jujur,agar risih sih ketika jual tidak tuntas 😁🙏"
2021-11-26 1:23:03,Dear indodak untuk jumlah koin di AOA indodak kok gak sama dengan website AOA apa perlu di audit dari OJK dlu biar sama
2021-11-24 12:22:48,Krna msh tahap bljar kuberikan kau 🌟2 dl yaah
2021-11-24 9:29:34,Biaya wd mahal tapi prosesnya lama...
2021-11-24 6:10:35,Saya kasih bintang 2 dulu soalnya saya WD engak perna masuk k akun indodak saya sudah 1 bulan saya tunggu tapi enggak masuk k akun saya tolong admin di bantu
2021-11-23 6:24:13,"Minta tolong dong admin, top up akun wallet bisa. Tapi kenapa kalo penarikan ga bisa pakek akun virtual ewalet???!!!!"
2021-11-22 13:55:07,"Bappeti sih, tapi depo aja nunggu 5 hari dulu baru masuk. Kirim screenshot di opsi pelaporan status nya gagal, komplen by chat yg bales bot, email no response. Gak kebayang kalo proses WD. Dikembangkan lagi infrastuktur nya supaya gak pada lari."
2021-11-22 7:35:49,"Sebenarnya apk indodax ini bagus, Cuma untuk witdraw nya biaya fee nya aja sih terlalu mahal, beda dgn apk lain nya Ya mudah-mudahan aja next update biaya fee indo ke dompet walet lain jadi lebih murah, dan pengguna pun jadi lebih suka dan makin banyak lagi pengguna nya.. trmkasih"
2021-11-21 6:57:38,Gak bisa narik padahal akun dana sama akun indodax nya namanya sama.. biarin aja lah sedekah..
2021-11-20 6:42:45,Setelah update buat jual dan beli coin tidak bisa lagi
2021-11-20 3:38:28,Biarkan bintang yg bercerita...
2021-11-20 3:31:22,Server payah. Banyak yg rugi gara2 server bobrok. Exchange lama tapi masih saja masalah server tidak ada kemajuan.
2021-11-20 2:40:13,Indodax setelah d update server nya jadi lemot dan sering eror. Tolong lah di perbaiki dong.. mau trading jadi susah nihhh
2021-11-20 1:53:25,"Nomor ponsel (lama) saya terkunci, saya kesulitan update nomor yang baru (selalu gagal). Mohon dibantu. Thx"
2021-11-20 1:47:15,"Tgl 20 November dari jam 6:00 - 8:14 wib Indodax lemot pdhl YouTube& apps lain kenceng ,mohon di infokan mengapa lambat,untuk sementara saya kasih bintang 2 dulu"
2021-08-14 14:51:38,Kenapa koneksi Indodax sangat lambat ya? Saat membuka Meroket atau mencari Market
2021-11-20 1:23:13,Ni lagi eror ya? Kok ga bisa masuk???
2021-11-19 17:47:55,Setelah update malah ngelag loading mulu padahal sinyal lancar
2021-11-19 6:23:21,Lama sekali maintenance Nya
2021-11-19 6:18:29,Tolong dong BNI supaya bisa lagi untuk transaksi deposit...
2021-11-18 13:28:34,"No HP saya hilang dan saya mau masuk ga bisa karna ga ada kode otp.. Saya mau pake no baru tp ga bisa, ga di respon sama sekali sama pihak Indosat.. Saya kecewa"
2021-11-18 13:14:47,Ini kenapa gak bisa di buka aplikasi nya tgl 18-11-2021 jam 14.00
2021-11-18 10:44:28,"Saya verifikasi identitas foto ktp aduh ga bisa bisa , udh 50 kali dicoba tetep ditolak padahal foto ktpnya terang tolong diperbaiki"
2021-11-18 1:54:18,Setiap buy/sell crypto lama bangetttt padahal market lagi baguss. trus juga fee penarikannya ga kira² mahal banget.. tolong di sesuaikan lagi indodax
2021-11-17 3:25:46,Kok mau widraw...ke dana susah banget sih padahal sudah di konfirmasi dari indodaknya suruh nunggu 1x24 jam....sudah ditunggu ....malahan di apknya ada tulisan CANCELLED...dan selalu begitu
2021-11-16 14:48:11,"Proses jual beli terlalu lama, beli dolar aja sampe ber jam-jam . Apalagi beli/jual crypto"
2021-11-15 2:39:48,Gimana nih kok harganya Coin di Indodax bisa beda dengan Exchange yang lain? Mohon diperbaiki.
2021-11-15 1:04:22,Verivikasi dipersulit..foto sefie harus mirip dengan ktp yg sudah 10 thn yang lalu..wajahku kan semakin tua..
2021-11-15 1:03:49,"Mohon bantuan nya untuk mengaktifkan aku lama saya, karena no hp hilang, dan sudah mengikuti alur nya, tetapi tetap saja tidak bisa mengganti no hp"
2021-11-07 5:17:59,Kenapa saya tidak bisa membuka indodax padahal saya sudah masukan pin dengan benar
2021-11-14 13:03:24,Kok yg terbaru virtualaccount BNI nya jadi ilang yaa
2021-11-14 12:59:19,Kenapa kalau mau masuk apk selalu keluar sendiri tolong di perbaiki
2021-10-27 12:44:21,APK sering Forced closed woiiii. Tolong diperbaiki
2021-11-14 12:21:08,Kok g bisa masuk sih
2021-11-14 8:00:17,"Sumpah, transaksi di indodax lemot kali, tolong dong ini dperbaiki. beli coin aj bs smpe 1 jam baru masuk"
2021-11-13 14:29:05,"Biaya kliring jangan mahal, murah kek tokocrypto"
2021-11-13 0:36:27,Mohon dari pihak Indodax biaya admid penarik jangan gede gede lah..kalo dari tim Indodax punya hari nurani tolong di mengerti untuk buat orang yang bermodal kecil contoh modal 100rb nah selama di berinvestasi di Indodax kan gak selama nya aset itu naik nah contoh modal 100rb turun jadi 75rb nah itu kan gak bisa ambil malah udh ke admid nya gede banget 25rb tolong di pikir lagi kalo mau di kenakan admidn di apk lain aja gak sampai segituh nya pikir aja....di apk lain aja kena biaya hanya 4rb.thx
2021-11-12 7:08:11,Tolong perbaharui grafignya...
2021-11-12 2:49:00,Ddlu sy prbh dftr trs sy uninstal. Pas sy bk lg sldo sy gk ad smw🤦‍♂️. Hrsy kn msh ad. Tlog donk kmblikn sldo ny
2021-11-12 2:34:24,Tak bisa ganti nama.. tak bisa delete akun.. verifikasi selalu di tolak.. alasan foto tak sesuai KTP.. eh tau gk.. itu KTP d bikin tahun kapan dan sekarang tahun berapa? Jelas udah ada perubahan rambut dan fisik lah
2021-11-12 2:34:44,Pindah kesebelah saja yg fiturnya banyak... Tdur bisa tenang ketika mareket liar... Kalian yg masih setia coba deh fikir2 lgi.. mari sama2 tarik dan pindah kesebelah.. anak binen
2021-11-11 11:30:08,"Saya kasih 2⭐ dulu ya. Soalnya dari tgl sembilan pemeritahuan email katanya perubahan nomor hp sudah disetujui. Tapi sampai saat ini mau login indodax blm bisa. Verifikasinua masih pake nomor lain. Saya minta ganti nomor, malah dibilang nomor ponsel baru sama dengan nomor lama, padahal verifikasinya indodax masih pake nomor yg hilang. Gimana dong min solusinya...masak saya sudah tidak bisa masuk lagi...tolong ya min 🙏"
2021-11-10 14:25:20,Kok sms verifikasi nomor gak masuk ya padahal nomor sudah benar
2021-11-10 7:13:38,"Hallo, pagi ini iddx saya tidak bisa dibuka. Verifikasi nomer tlpn nya tidak masuk. Kmn contack Coatumer service ??"
2021-11-10 7:13:19,"Tolong login masuknya suka eror,JDI rugi pas mau beli saham ndk bisa dibuka"
2021-11-10 7:00:01,"Pusing euy, setiap market lagi bullish apk malah gabisa dibuka jadi bikin rugi doang"
2021-11-10 6:45:50,Kok gak bisa witdhraw bnb ke trustwallet ya? Dibilangnya alamat bnb nya salah error mulu
2021-11-10 6:40:56,Fee Withdraw Kurangin Lah Masa Iya Withdraw Rp.100.000 Fee Withdraw Rp.25.000 Njir Kacau
2021-11-09 6:38:36,"Pas untung di jual prosesnya lama banget, 0as beli harga rendah beberapa menit kemudian harga naik tapi proses beli juga jadi lama. Mohon di perbaiki"
2021-11-09 2:25:36,Sudah lama saya buka akun. Kok masuk masukkan email lagi dan pasword. Malah dibilang salah pasword. Minta pasword di email malah gak dikirim ke email saya.
2021-11-08 2:28:45,"Cukup bintang 2 dulu, apk sudah bagus, tapi untuk biaya penarikan masak terpotong 50% tinggal setengah yg kita terima, untuk biaya penarikan saya rasa cukup 10% , jika terus seperti ini saya takut indodax akan kehilngan peminat, trimakasih"
2021-11-08 1:27:20,Saran: agar ada persentasi keuntungan kerugian kita bisa ditampilkan. Aplikasi sebelah udah ada tuh. Ayoo perbanyak fitur yg memanjakan pengguna. 💪😊😊
2021-11-08 0:23:00,"Gak ada fitur OCO, alarm selalu telat, suka error saat buy"
2021-11-07 12:31:28,Kenapa Kirim Koin ke wallet lain tidak bisa 7 November 2021
2021-11-07 5:17:36,"Deposite bayar admin ,penarikan bayar admin... Mahal lagi admin , belum proses transfer nya harus kita lagi yang bayar admin nya kalo beda bank,, cape dechhh"
2021-11-07 5:17:32,Mohon untuk pembayaran menggunakan VA BNI bisa digunakan kembali
2021-11-07 5:17:15,Kecewa sih karna mau deposit pake BNI malah di hilangin dari fitur transaksi
2021-11-07 1:24:35,Wallet maintenance berapa lama si mau tf BNB lama bgt maintenance nya si
2021-11-07 1:20:06,Deposit pakai bank BNI kenapa jadi gak ada yah...
2021-11-07 1:16:14,Order lama bangett sampai harga berubahh padahal udah pas tetep aja ga ke sell
2021-11-06 14:24:24,Tolong kalo maintenance segera di perbaiki secepatnya kasian yang mau buy coin jadi ketinggalan momen :)
2021-11-06 6:29:41,"Udah bisa deposit tidak... Saya mau deposit takut ga bisa hilang, takut nyesel saya, tolong di perbaiki"
2021-11-06 5:47:17,"Knp BUSD masih aja maintenance ? Udah berapa hari ini, mau sampai kapan ? Kita naro uang untuk di puter bukan di diem²in gitu aja. Tolong di PERBAIKI SISTEM nya"
2021-11-05 4:00:07,Sering maintenance sangat kecewa
2021-11-04 14:40:13,buruk maint terus
2021-11-04 13:39:15,"Bgst, ini indodax pas wd koin nominal lumayan masuknya dipending mulu, kalo koin nominal receh cepet masuknya, bgst, kirain wallet terpercaya, malah memperdaya kntl"
2021-11-04 3:55:58,proses verifid nya lama
2021-11-04 1:47:12,Terlalu mahal untuk untuk biaya widraw nya bagi pemula yg baru mau belajar
2021-11-04 1:20:07,Kurangin maintenance nya
2021-11-04 1:11:03,Agak sedikit kecewa mau deposit sekarang virtualcount bank nya dikurangi tidak ada bank bni maupun bri
2021-11-04 0:44:40,"HP saya hilang sekaligus No HP nya, Saya ingin login dengan no baru, dapatkah , Sementara saya kasih bintang 2 dulu"
2021-11-03 14:08:14,2 aja. Karena BNI mobile bankingnya sekarang sudah gk bisa tranfer virtual account. Maaf bgt
2021-11-03 9:18:40,Lelet parah mau jual mau beli transaksi lama banget
2021-11-02 21:41:29,Aplikasinya gak bisa depo pake Bni 🤦🏻‍♂ lawak
2021-11-02 12:05:49,"Skarang mau jual ganti tending nya Lama ya di acc nyah,,, Tolong perbaiki bos"
2021-11-02 2:59:14,"Kebanyakan perbaikan, gak maksimal bgt sihhhh."
2021-11-02 2:38:04,"indodax kapan mempunyai fitur stop loss,,, melihat beberapa app sebelah sudah punya fitur tersebut"
2021-11-02 1:56:10,Tiap refresh knpa saldo sering berubah ubah...?
2021-11-01 12:56:23,Ngestack mlu klo mao buy/sell
2021-11-01 8:33:07,"Apl lambat, kalau gini dari awal mending cari yang lain saya."
2021-11-01 7:23:20,"Saya sudah melakukan WD ,ke akun dana ,tolong segera di proses, biasanya cepet sekarang kok lama, terimakasih"
2021-11-01 3:40:12,Tolong aplikasi di upgrade untuk mempercepat waktu jual beli coin dan juga mengurangi harga fee kaya apk sebelah
2021-10-31 6:23:15,Pelayanan nya super lambat Dlu masih oke oke aja Sekarang walahh ampunn lah Tolong lah di perbaiki
2021-10-31 3:49:11,"Kenapa sering error', mau cancel ata buy aja susah tereksekusi nya .. kayak gini terus rugi saya sebagai trader... Perbaiki ....."
2021-10-30 13:09:37,Kalau top up cepet bangat. Tapi kalau wd lama nya minta ampun..
2021-10-30 12:31:45,Error to
2021-10-30 8:45:38,Terlalu lama proses jual ataupun beli.sedangkan kita butuh cepat untuk bertransaksi.sangat kurang puas dengan pelayanan.
2021-10-30 8:26:33,Ga lengkap koin dan token2 nya
2021-10-30 0:58:11,"Lucu bro depo mudah narik susah, verifikasi karna kurang umur aj👎👎😺"
2021-10-29 14:10:23,"Review jujur : * biaya instant order mahal bgt 0,3% * biaya wd oke lah * kl trading gede2 mulai 5 juta aja susah buy n sell nya soalnya pasar nya gak rame (maklum di indonesia masih sedikit yang trading crypto) *tp mayan app ini buat latihan, kl buat cuan gak bisa banyak karena pasar lokal tidak seramai pasar internasional *kl mau buy n sell nominal besar kaya 100 juta-1 milyar bisanya di stabil koin kaya usdt *sekian n terimakasih semoga lebih berkembang dan biaya instant order dikurangin"
2021-10-29 13:36:25,"Bintang saya turunin dulu,,,, Saya depo via transfer Dari tgl 27-10-2021 sampai hari ini tgl 29-10-2021 belum juga masuk,saya sudah email kirim bukti transaksi sesuai yg diminta namun tidak ada info lagi. Saya email kembali,tidak juga ada tanggapan....makin lama bukanya makin bagus kok malah seperti in,pling nggk direspon lah dahulu."
2021-11-30 8:50:57,"Semoga di baca oleh pihak indodax, selamat siang pihak indodax, saya senang selama trading/invest menggunakan aplikasi ini sudah lebih 2 tahun, tapi alangkah baiknya di tambahkan fitur (+) profit dan (-) saldo kita, seperti aplikasi investasi lainnya, biar kita bisa lihat berapa +% profit atau (-) saldo kita saat melakukan investasi/trading di salah satu crypto, semoga di baca, dan untuk teman teman yang setuju tolong di like ulasan ini, biar pihak indodax mempertimbangka ulasan ini, terimkasih."
2021-12-01 6:16:49,Isi saldo kena potongan...penarikan kena potongan...laaah tetangga sebelah gak gitu banget ...jika tidak ada perbaikan prihal biaya potongan yang lumayan besar minding pindah ke sebelah Mau dapet apa serba potongan gede lagi...hzzz
2021-11-28 6:57:06,"1. Server benerin min, MT terus 2. Fitur staking dibuat, buat yg nyangkut kan lumayan 3. Biaya Taker kurangin lah, kegedean 0,3 4. Biaya WD kegedean, toko sebelah aja cuma Rp. 5500 biaya WD 5. Fitur chat CS kelamaan antriannya, emang CS nya cuma satu orang apa ya? 6. Yang terakhir, kalo mau delist aset jangan dadakan, minimal 3minggu atau 1 bulan lah di infoin, kasian tau yg punya aset😅😅"
2021-11-30 1:18:21,"Banyak scam coin, rugi saya sudah 2kali kena scam. untuk kedepannya kalo bisa tolong adakan filterisasi coin buat aplikasi ini. Terima kasih sebelumnya dan mohon maaf apabila rating ini kurang bagus, jikalau sudah di perbaiki atau refund biaya coin saya yang kena scam bisa saya naikin rating nya."
2021-11-29 8:58:17,"Aplikasi bagus, mantap.. Cuma hanya 1 yang menurut sya mengganjal.. Untuk biaya minimum penarikan Rp.25.000 itu lumayan besar untuk kelas pemula.. Lebih mahal dari transfer antar Bank.. Semoga bisa ada revisi untuk biaya ini.."
2021-11-27 7:14:29,Klo ada yg delist seharusnya pihak indodax bertanggungjawab minimal sebesar harga pembelian krn tanpa ijin indodax tidak mungkin bs bertransaksi disini. Klo tdk tanggung jawab bisa jadi ada kerjasama yg merugikan trader. Anggota yg delist sangat merugikan trader krn seketika menurunkan harga coin dan msh ada kesempatan mendapatkan keuntungan sebelum check out. Semoga pihak indodax bisa memberikan keadilan bagi trader korban delist.
2021-11-28 0:27:13,Pakailah dengan penuh pertimbangan karena aplikasi ini sengaja di buat untuk mencari profit...banyak kemudahan dalam transaksi
2021-11-27 7:10:30,"Baru mau depo via uang elektronik koq susah ya? Uda di coba instruksi livechat d suruh logout & clearcache masih sama gagal aja, sinyal jaringan tsel bagus aja Pdhal baru mw nyobain tp malah susah gni jd bkin males 😄"
2021-11-22 0:13:36,"TXid sukses tapi di cek bscscan tidak ada riwayat transaksi, dan sudah sekian kalinya kecewa. Terimakasih"
2021-01-07 0:11:09,"Selamat pagi, pagi ini saya menunggu kode otp dari sms, gak di kirim kirim lama sekali. Gimana saya mau buka indodax kalo gak di kirim kode otp. Tolong di follow up dong."
2021-11-14 1:46:03,"Semuanya oke, kecuali biaya penarikannya, masa mau narik 50ribu doang biaya adminnya 25ribu mahal banget, saran saya kalo narik dibawah 100ribu biayanya 5ribu aja, kalo diatas 500ribu baru 10ribu, misal narik 1jt baru 25ribu gapapa, kalo kaya gini memeras investor kecil & memperkaya investor yang sudah besar"
2021-11-19 14:54:21,"Indodax tlg dong deposit jgn hanya pakai ovo biayanya lbh mahal seperti semula account bank , klo serba mahal jd males deposit mhn utamakan kepuasan pelanggan"
2021-11-14 12:32:47,"Aplikasi tidak berfungsi tidak bisa login, masukan pin mendadak keluar sendiri, apakah bug, atau yang lain, mohon masukan nya dari indodax.trm ksh"
2021-11-02 3:02:29,"Halo cs indodax . Saya tranfer bnb di indodax ke trus wallet dengan pakai jaringan sama bep20. Keterangan di indodax sukses, Tapi sudah 16 jam belum masuk di truswallet. Mohon petunjuk. Thanks"
2021-10-14 0:10:37,"Indodax, indikator dimunculkan dong di mode smartphone, atau kalau bisa grafik mode full yg zoomable diberi tombol jual atau beli, pasti perfect ini. Di laptop sangat sip, tapi tidak selalu dekat laptop. Terima kasih sebelumnya"
2021-10-22 12:59:16,"Min, depo saya sampai sekarang belum masuk juga. Biasanya langsung masuk. Sudah 2x lho kayak gini. Hubungi lewat live chat udah nunggu lama malah keputus terus. Tolong diproses sekarang. Saya gak mau tau. Karena udah 2x."
2021-10-18 4:56:24,"Saya kasih Bintang 3, karena secara keseluruhan aplikasinya lumayan bagus buat crypto. Cuman sayangnya dari sisi admin, potongannya yg lumayan agak serem buat yg punya modal terbatas atau yg baru mau belajar crypto beda dengan tempat lain yg lebih memanjakan pengguna layanan"
2021-11-06 1:45:03,"Mau tarik dana nya kok susah, selalu bilang nya lagi ada pemeliharaan sistem. Seperti dipersulit. Mohon ditingkatkan pelayanan nya dong."
2021-11-14 12:34:49,"Biasanya saya buka app tanpa mslh tp sore ini, tidak bisa buka app, setelah masukan pin tiba² app hilang bgt saja, saya sdh installed ulang... Hasil nya sama.. Kenapa begitu???"
2021-11-16 0:38:58,Sudah 2 kali ganti pin.. Pin pertama sudah benar di suruh ganti PIN.. Pin ke ke 2 awalnya baik2 saja tp hari tidak bisa dibuka lagi dengan alasan server dalam pemeiharaan. Tadinya mau kyc tp rada takut
2021-10-29 6:32:52,"SOLVED: ANEH saya sudah setting take profit (sell di harga 447.xxx) ketika saya cek history harga, padahal sdah melewati 450.xxx saya sudah pastikan waktunya, seharusnya sdah ke Sell. Tp skg harga malah turun lagi. Kalau kayak gini ya rugi. TERNYATA PENDINGNYA LAMA -+ 3 JAM"
2021-11-24 6:02:54,"Saya sudah jual BNB, tapi kok nggak bisa di cairkan ke atm saya ya ?"
2021-11-04 14:39:15,Kenapa pas harga turun mau belanja susah buy. Alesannya nunggu antrian. Saya tanya saya dapet antrian nomer berapa. Cs nya nomer berapa
2021-11-02 22:00:22,"Maaf ya ulasan ini sangat menyakitkan, tapi saya merasa dirugikan saat harga turun sedikit saja malah hitung2 rugi sampe 3000 rupiah, setelah harga naik sedikit malah untung 100 rupiah, aneh., Saya main dogecoin."
2021-11-01 7:24:03,"Mantap gan saya baru buka lgh indodax, ternyata skrng udah ada coin SLP, tapi jaringannya erc20, untuk jaringan erc20 skrng ini biaya gas fee nya sangat amat mahal alias tinggi jadi perlu di pertimbangkan, mungkin coba adakan jaringan via ronin gan,. Maaf baru bisa kasih bintang 3. Mungkin nanti kalau sudah ada jaringan slp via jaringan ronin nanti saya kasih bintang 5. Terima kasih."
2021-11-20 9:31:27,Koin kadena (KDA) kok tidak ada ya? Tolong dong ...
2021-11-27 7:25:35,Mohon ditambah bank buat transfer virtual account karena bank BNI belum ada
2021-11-10 14:33:17,"dear Indodax kenapa kalian tidak pro trader lokal, harga dengan toko luar sangat bertolak belakang, apakah kalian cinta cukong daripada kami modal kecil yg bisanya beli AOA"
2021-11-26 1:02:05,Tambah fitur di widget untuk melihat koin favorite/watchlist dan biometric untuk login
2021-10-28 11:41:30,"saya turunkan bintang lagi, karena tidak stabil jaringan harus yg bener2 kuat, kalo di tokocrypto dengan jaringan yg sama cepet jual belinya, rugi kalo gini terus"
2021-11-22 12:29:44,"Susah sell di limit order, Prosesnya Laaammaaaaaa banget. (AOA, VIDY sebangsanya) sampek berjam jam dan harga turun lagi..."
2021-10-11 2:58:50,Saya habis update kok sekarang tidak bisa di buka apk indodax nya...tapi kali lewat web site bisa...kenapa ya... Ket: harap coba lagi beberapa saat lgi
2021-11-15 14:04:13,Setiap di beli pasti turun. Nanti kl di jual pasti naik . Kurang real menurut saya. Nyangkut semua tu aset.. parah
2021-11-10 6:40:37,"Indodax udah keren user friendly tapi minusnya : 1. Terlalu sering maintenance jadi kalo ada event pump mesti selalu telat take profit 2. Beli koin dengan jumlah yg lumayan besar transaksinya bisa kebagi-bagi 3. Turunkan fee WD-lah!!!! merek sebelah murah kok cuma 5k 🙂 Semoga kedepannya semakin keren, salam cuan! 💸 -Chuanthetic"
2021-11-07 1:16:54,"Saya sangat kecewa sama pelayanan, berapa x coin saya tidak masuk ke market. Terakhir coin litcoin yang tak kunjung masuk."
2021-11-14 1:03:57,"Kenapa coin shiba inu di anggap ilegal, padahal sudah masuk indodax. Mohon perhatiannya. Salam dari ShibaArmy"
2021-11-05 14:13:44,"Sebagai yg terbesar di indo, jgn cuma jadi penyedia, tapi tunjukan juga pelayanan yg terbaik dari aplikasinya."
2021-10-16 13:55:19,Tolong setiap garis2 analisa yang dibuat di chart tradingviewnya bisa tersimpan otomatis.. jadi bisa melihat history analisa tanpa bolak balik corat coret grafik lagi. Trims
2021-11-17 14:47:18,"Fee WD nya terlalu besar... Mudah""an kedepannya bisa dikurangi... 🙏🏻🙏🏻🙏🏻"
2021-11-26 0:48:13,Bln lalu Deposit ke Bank BNI enak Sekarang ko gak ada?
2021-10-28 12:14:03,"Ini gimana min ??? Saya widrrwl dri apk ini ke bank, skrng udah lewat 1 hari kerja belum succes t,masih infrogres terus!!!"
2021-10-20 7:02:01,Tolong biyaya admin nya jangan terlalu mahal karna bagi yang pemula ..itu gede banget biyaya .. mohon di perkecil lagi biaya admin nya biar banyak yg suka terimakasih
2021-11-18 14:58:50,"Biaya deposit okelah cuma 4k, tapi tolonglah biaya wd nya jangan 25k, coba klo wd 50 dipotong 25k, gede bgt itu."
2021-10-21 4:34:22,"Tolong biaya admin nya jangan terlalu besar, kasihan yang mau belajar crypto apalagi untuk pemula yang modalnya minim, tolong diperhatikan lagi ☺"
2021-11-22 5:50:22,"Turun ranting bintang nya mkin ksini makin lemot jual beli nya lemot klo kya gni bisa pindah ke sebelah,klo msih lemot lg bisa turun lg ranting nya."
2021-10-07 7:44:14,Mohon diperbaiki lagi menu login nya ... Tiap kali buka aplikasi dengan memasukan pinnya udah benar tetap saja tidak bisa masuk ke aplikasi.
2021-11-21 14:02:55,Kenapa sudah tidak ada Bank BNI untuk deposit.??? Apa ada maintenance apa gimana....
2021-10-04 3:52:36,"Kepada Indodax.. Saya mau tanya,kenapa saya tidak bisa login? Padahal pin saya sudah benar. Mohon tanggapanya."
2021-11-17 1:10:49,Kenapa OTP selalu tidak pernah di terima saat login. Padahal nomor telepon masih sama dengan verifikasi😔
2021-11-24 14:48:17,baru mempunyai KTP di u 17 kenapa belom bisa registrasi dan registrasinya harus di u 18 tolong untuk diadakan ketentuan umur di u 17
2021-10-21 4:47:04,"Oke sih, tapi untuk jual harga harus diatas harga target baru terjual begitupun untuk beli harus dibwahnya dlu bru terbeli😔😔 Grafiknya juga diaplikasi gak mendukung banget, tolonglah INDODAX perbaiki grafiknya 😌😌"
2021-11-30 0:27:40,Kenapa Bank BNI hilang dari indodax untuk Deposito
2021-11-20 9:32:53,"Masih suka lelet bahkan sedang dalam maintenance kalau market lagi dump, tolong diperbaikki..terima kasih"
2021-10-23 6:44:11,"Saya jual aset pake limit ,tapi setelah sampe ke angka limit masih belom terjual juga seharusnya otomatis Tolong di perbaiki pitur limit order karna sering eror"
